"","Site ID","17-alpha-Estradiol","17-beta-Estradiol","3-beta-Coprostanol","Cholesterol","cis-Androsterone","Estrone","Testosterone","trans-Diethylstilbestrol","3,4-Dichloroaniline","3,5-Dichloroaniline","Atrazine","Azoxystrobin","Bifenthrin","Boscalid","Carbaryl","Chlorothalonil","Dacthal (DCPA)","Fenhexamid","Fipronil","Fipronil sulfone","Iprodione","Metalaxyl","Metolachlor","Myclobutanil","Pendimethalin","Prometon","Simazine","Tebuconazole","day","month","year","E2EqBLYES (ng/L)"
"161","WB Mahantango Cr",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2016,1
"162","WB Mahantango Cr",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,2016,1
"163","WB Mahantango Cr",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,2016,1
"164","WB Mahantango Cr",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,5,2016,1
"165","WB Mahantango Cr",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20,6,2016,0
"166","WB Mahantango Cr",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,7,2016,0
"167","WB Mahantango Cr",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,8,2016,0
"168","WB Mahantango Cr",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,10,2016,0
"169","WB Mahantango Cr",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,2016,0
"170","WB Mahantango Cr",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,2017,0
"171","WB Mahantango Cr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2017,0
"172","WB Mahantango Cr",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,2017,1
"173","WB Mahantango Cr",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,4,2017,0
"174","WB Mahantango Cr",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,4,2017,0
"175","WB Mahantango Cr",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,5,2017,0
"176","WB Mahantango Cr",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,5,2017,0
"177","WB Mahantango Cr",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,6,2017,0
"178","WB Mahantango Cr",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,6,2017,1
"179","WB Mahantango Cr",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,7,2017,0
"180","WB Mahantango Cr",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,7,2017,0
"181","WB Mahantango Cr",0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,14,7,2017,0
"182","Wyalusing Creek",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,2014,0
"183","Wyalusing Creek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,2014,0
"184","Wyalusing Creek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2015,0
"185","Wyalusing Creek",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,5,2015,0
"186","Wyalusing Creek",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,6,2015,0
"187","Wyalusing Creek",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,2015,1
"188","Wyalusing Creek",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,11,2015,0
"189","Wyalusing Creek",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,2015,0
"190","Wyalusing Creek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2016,1
"191","Wyalusing Creek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2016,0
"192","Wyalusing Creek",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2016,1
"193","Wyalusing Creek",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,2016,0
"194","Wyalusing Creek",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,2016,1
"195","Wyalusing Creek",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,2016,0
"196","Wyalusing Creek",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,7,6,2016,0
"197","Wyalusing Creek",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,6,2016,1
"198","Wyalusing Creek",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,2016,1
"199","Wyalusing Creek",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2016,0
"200","Wyalusing Creek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,2016,0
"201","Wyalusing Creek",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,2016,0
"202","Wyalusing Creek",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,2016,0
